term,normalized_term,semantic_hint,source_domain,source_name,source_url,source_family,source_authority_level,source_attested,derived_variant,parent_term,collision_risk,notes,source_id,acronym,acronym_expansion
capital expenditures,capital expenditures,ACCOUNTING_CONCEPT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
capital gain,capital gain,FINANCIAL_CONCEPT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
capital gain,capital gain,TAX_CONCEPT,TAX,IRS Publication 551 – Basis of Assets,https://www.irs.gov/publications/p551,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,,,,
capital gains and losses,capital gains and losses,TAX_CONCEPT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,,,,
capital loss,capital loss,FINANCIAL_CONCEPT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
capital loss,capital loss,TAX_CONCEPT,TAX,IRS Publication 551 – Basis of Assets,https://www.irs.gov/publications/p551,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,MEDIUM,,,,
capital transfer,capital transfer,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,MEDIUM,,,,
Capital Transfers Receivable,capital transfers receivable,ACCOUNT_TYPE,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,MEDIUM,,192500,,
capitalized cost,capitalized cost,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
cash account,cash account,ACCOUNT_TYPE,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
cash and cash equivalents,cash and cash equivalents,ACCOUNTING_CONCEPT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
cash flow,cash flow,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
cash flow statement,cash flow statement,DOCUMENT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
cash price,cash price,FINANCIAL_CONCEPT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
casualty loss,casualty loss,TAX_CONCEPT,TAX,IRS Publication 551 – Basis of Assets,https://www.irs.gov/publications/p551,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
CEA,cea,REGULATORY_TERM,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,HIGH,,,CEA,Commodity Exchange Act
certificate of deposit,certificate of deposit,ACCOUNT_TYPE,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
certificate of deposit,certificate of deposit,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
CFPB,cfpb,ORGANIZATION,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,HIGH,,,CFPB,Consumer Financial Protection Bureau
CFTC,cftc,ORGANIZATION,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,HIGH,,,CFTC,Commodity Futures Trading Commission
charge-off,charge-off,PROCESS_EVENT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
chart of accounts,chart of accounts,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
checking account,checking account,ACCOUNT_TYPE,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,MEDIUM,,,,
clearing,clearing,PROCESS_EVENT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,HIGH,,,,
clearing,clearing,PROCESS_EVENT,FINANCE,Federal Reserve Payments Glossary,https://www.federalreserve.gov/paymentsystems/pfs_glossary.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,HIGH,,,,
clearing member,clearing member,ROLE,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
clearing organization,clearing organization,ORGANIZATION,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,MEDIUM,,,,
closed-end fund,closed-end fund,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
closed-loop prepaid card,closed-loop prepaid card,ACCOUNT_TYPE,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
closing costs,closing costs,FINANCIAL_CONCEPT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
co-signer,co-signer,ROLE,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
collateral,collateral,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
collateral,collateral,FINANCIAL_CONCEPT,FINANCE,Federal Reserve Regulatory Reform Glossary,https://www.federalreserve.gov/regreform/reform-glossary.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
college savings plan,college savings plan,ACCOUNT_TYPE,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
commercial bank,commercial bank,ORGANIZATION,FINANCE,Federal Reserve Payments Glossary,https://www.federalreserve.gov/paymentsystems/pfs_glossary.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,MEDIUM,,,,
commission,commission,FINANCIAL_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
Commodity Exchange Act,commodity exchange act,REGULATORY_TERM,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,CEA,Commodity Exchange Act
commodity futures option,commodity futures option,FINANCIAL_INSTRUMENT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
Commodity Futures Trading Commission,commodity futures trading commission,ORGANIZATION,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,LOW,,,CFTC,Commodity Futures Trading Commission
commodity option,commodity option,FINANCIAL_INSTRUMENT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
commodity pool operator,commodity pool operator,ROLE,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
commodity trading advisor,commodity trading advisor,ROLE,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
common stock,common stock,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
Community Reinvestment Act,community reinvestment act,REGULATORY_TERM,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,LOW,,,CRA,Community Reinvestment Act
compound interest,compound interest,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
compound interest,compound interest,FINANCIAL_CONCEPT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
compulsory payroll tax,compulsory payroll tax,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
confirmation,confirmation,DOCUMENT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
construction-in-progress,construction-in-progress,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
Consumer Financial Protection Bureau,consumer financial protection bureau,ORGANIZATION,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,LOW,,,CFPB,Consumer Financial Protection Bureau
contango,contango,FINANCIAL_CONCEPT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,HIGH,,,,
contingent liability,contingent liability,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
contingent receivable,contingent receivable,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
Contingent Receivable for Capital Transfers,contingent receivable for capital transfers,ACCOUNT_TYPE,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,MEDIUM,,192300,,
conventional loan,conventional loan,FINANCIAL_INSTRUMENT,FINANCE,CFPB Mortgages Key Terms,https://www.consumerfinance.gov/consumer-tools/mortgages/answers/key-terms/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
convertible security,convertible security,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,Collision note: cross-domain legal/document terminology overlap.,,,
corporate bond,corporate bond,FINANCIAL_INSTRUMENT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
corporation account,corporation account,ACCOUNT_TYPE,FINANCE,FDIC EDIE Glossary,https://edie.fdic.gov/glossary.html,FDIC,US_FEDERAL_BANKING_AUTHORITY,True,False,,MEDIUM,,,,
cost basis,cost basis,TAX_CONCEPT,TAX,IRS Publication 551 – Basis of Assets,https://www.irs.gov/publications/p551,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
cost-basis,cost-basis,TAX_CONCEPT,TAX,IRS Publication 551 – Basis of Assets,https://www.irs.gov/publications/p551,IRS,US_FEDERAL_TAX_AUTHORITY,False,True,cost basis,LOW,Conservative deterministic punctuation/hyphenation variant of source-attested parent term.,,,
counterparty risk,counterparty risk,FINANCIAL_CONCEPT,FINANCE,Federal Reserve Regulatory Reform Glossary,https://www.federalreserve.gov/regreform/reform-glossary.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,LOW,,,,
CRA,cra,REGULATORY_TERM,FINANCE,Federal Reserve Acronym Glossary,https://www.federalreserve.gov/regreform/acronym.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,HIGH,,,CRA,Community Reinvestment Act
credit,credit,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
credit,credit,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
credit card,credit card,FINANCIAL_INSTRUMENT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
credit card account,credit card account,ACCOUNT_TYPE,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,MEDIUM,,,,
credit for the elderly or the disabled,credit for the elderly or the disabled,TAX_CONCEPT,TAX,IRS Schedules for Form 1040 and Form 1040-SR,https://www.irs.gov/forms-pubs/schedules-for-form-1040,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
credit history,credit history,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
credit limit,credit limit,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
credit reporting,credit reporting,PROCESS_EVENT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
credit risk,credit risk,FINANCIAL_CONCEPT,FINANCE,Federal Reserve Regulatory Reform Glossary,https://www.federalreserve.gov/regreform/reform-glossary.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,LOW,,,,
credit risk,credit risk,FINANCIAL_CONCEPT,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
credit score,credit score,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
credit union,credit union,ORGANIZATION,FINANCE,Federal Reserve Payments Glossary,https://www.federalreserve.gov/paymentsystems/pfs_glossary.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,LOW,,,,
credit union account,credit union account,ACCOUNT_TYPE,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,MEDIUM,,,,
creditor,creditor,ROLE,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,HIGH,,,,
current report,current report,DOCUMENT,FINANCE,SEC Forms Index / EDGAR Filing Forms,https://www.sec.gov/submit-filings/forms-index,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,MEDIUM,,,,
custodian,custodian,ROLE,FINANCE,FDIC EDIE Glossary,https://edie.fdic.gov/glossary.html,FDIC,US_FEDERAL_BANKING_AUTHORITY,True,False,,MEDIUM,,,,
DCM,dcm,ORGANIZATION,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,HIGH,,,DCM,designated contract market
DCO,dco,ORGANIZATION,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,HIGH,,,DCO,derivatives clearing organization
dealer,dealer,ROLE,FINANCE,SEC Investor.gov Glossary,https://www.investor.gov/introduction-investing/investing-basics/glossary,SEC_INVESTOR_GOV,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
debit,debit,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
debit card,debit card,FINANCIAL_INSTRUMENT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
debt,debt,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,HIGH,,,,
debt collection,debt collection,PROCESS_EVENT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
debt collector,debt collector,ROLE,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
debt to income ratio,debt to income ratio,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,False,True,debt-to-income ratio,MEDIUM,Conservative deterministic punctuation/hyphenation variant of source-attested parent term.,,,
debt-to-income ratio,debt-to-income ratio,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,MEDIUM,,,,
default,default,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
deficit,deficit,FINANCIAL_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,HIGH,,,,
delinquency,delinquency,FINANCIAL_CONCEPT,FINANCE,CFPB Financial Terms Glossary,https://www.consumerfinance.gov/consumer-tools/educator-tools/youth-financial-education/glossary/,CFPB,US_FEDERAL_CONSUMER_FINANCE_AUTHORITY,True,False,,LOW,,,,
delivery,delivery,PROCESS_EVENT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,HIGH,,,,
delivery month,delivery month,FINANCIAL_CONCEPT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
dependency exemption,dependency exemption,TAX_CONCEPT,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
dependent,dependent,ROLE,TAX,IRS Understanding Taxes – Glossary,https://apps.irs.gov/app/understandingTaxes/student/glossary.jsp,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,HIGH,Collision note: ordinary-English/name/legal/geographic collision potential.,,,
depletion,depletion,ACCOUNTING_CONCEPT,ACCOUNTING,U.S. Standard General Ledger (USSGL),https://fiscal.treasury.gov/accounting/us-standard-general-ledger-ussgl,TREASURY_USSGL,US_FEDERAL_ACCOUNTING_STANDARD,True,False,,LOW,,,,
depletion,depletion,TAX_CONCEPT,TAX,IRS Publication 551 – Basis of Assets,https://www.irs.gov/publications/p551,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
deposit,deposit,FINANCIAL_CONCEPT,FINANCE,FDIC EDIE Glossary,https://edie.fdic.gov/glossary.html,FDIC,US_FEDERAL_BANKING_AUTHORITY,True,False,,HIGH,,,,
deposit account,deposit account,ACCOUNT_TYPE,FINANCE,FDIC EDIE Glossary,https://edie.fdic.gov/glossary.html,FDIC,US_FEDERAL_BANKING_AUTHORITY,True,False,,MEDIUM,,,,
deposit insurance,deposit insurance,FINANCIAL_CONCEPT,FINANCE,FDIC EDIE Glossary,https://edie.fdic.gov/glossary.html,FDIC,US_FEDERAL_BANKING_AUTHORITY,True,False,,MEDIUM,,,,
deposit insurance fund,deposit insurance fund,REGULATORY_TERM,FINANCE,FDIC BankFind Glossary & Variable Definitions,https://banks.data.fdic.gov/bankfind-suite/help?helpTopic=glossary-and-variable-definitions,FDIC,US_FEDERAL_BANKING_AUTHORITY,True,False,,MEDIUM,,,,
depository institution,depository institution,ORGANIZATION,FINANCE,Federal Reserve Payments Glossary,https://www.federalreserve.gov/paymentsystems/pfs_glossary.htm,FEDERAL_RESERVE,US_CENTRAL_BANK_REGULATOR,True,False,,LOW,,,,
depository receipt,depository receipt,FINANCIAL_INSTRUMENT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
depreciation,depreciation,ACCOUNTING_CONCEPT,ACCOUNTING,SEC Beginners' Guide to Financial Statements,https://www.sec.gov/about/reports-publications/investorpubsbegfinstmtguide,SEC,US_FEDERAL_SECURITIES_AUTHORITY,True,False,,LOW,,,,
depreciation,depreciation,TAX_CONCEPT,TAX,IRS Publication 551 – Basis of Assets,https://www.irs.gov/publications/p551,IRS,US_FEDERAL_TAX_AUTHORITY,True,False,,LOW,,,,
derivative,derivative,FINANCIAL_INSTRUMENT,FINANCE,CFTC Futures Glossary,https://www.cftc.gov/LearnAndProtect/AdvisoriesAndArticles/CFTCGlossary/index.htm,CFTC,US_FEDERAL_DERIVATIVES_AUTHORITY,True,False,,LOW,,,,
